path,emotion,mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,chroma_mean_0,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_std_0,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,lpc_0,lpc_1,lpc_2,lpc_3,lpc_4,lpc_5,lpc_6,lpc_7,lpc_8,lpc_9,lpc_10,lpc_11,lpc_12,formant_1,formant_2,formant_3
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_05\03-01-04-02-01-02-05.wav,sad,-744.1347,66.81253,7.1913357,28.532585,7.6653414,0.68432343,-6.9733834,1.4431651,-1.5857322,4.297995,-2.1211064,1.02673,0.04482365,172.72481,53.271317,16.163465,21.226261,19.112314,16.763866,17.900719,10.871776,13.423861,9.961718,13.149897,8.059682,8.529847,0.4327968,0.46734524,0.5005567,0.51564807,0.4792804,0.5490841,0.60860956,0.54363316,0.5180232,0.5666333,0.58173925,0.4989417,0.26028016,0.29802153,0.28932533,0.30915424,0.27047896,0.29610515,0.3452921,0.31561714,0.31117332,0.29862487,0.29580954,0.27160677,1.0,-1.7682205,1.3943852,-1.0877081,0.82117444,-0.60648525,0.38020068,-0.19870085,0.25448045,-0.31867772,0.3788884,-0.27348274,0.08489846,0.0,0.0,0.0
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_05\03-01-04-02-02-01-05.wav,sad,-707.4228,54.38065,8.910645,20.983656,-0.71238154,1.468719,-6.929598,-0.35533467,-1.0791335,3.5243392,-2.0174453,-0.6484221,0.3880325,172.01764,57.13366,21.852797,17.247923,17.348295,17.50828,19.931337,11.190641,13.70687,9.66573,12.654385,9.448314,9.01271,0.5815982,0.49987233,0.46079656,0.5403087,0.5942774,0.6020531,0.6351005,0.608654,0.55826485,0.5078218,0.52141166,0.6122085,0.27773795,0.26830924,0.28368783,0.3041394,0.2908819,0.28965536,0.34126619,0.32973817,0.33973205,0.31680265,0.28569195,0.2611313,1.0,-1.4791516,1.0789146,-1.1122849,0.84463537,-0.45402482,0.32746625,-0.32278797,0.34353492,-0.16584091,0.24416204,-0.24596533,0.071898155,0.0,0.0,0.0
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_05\03-01-04-02-02-02-05.wav,sad,-740.5418,64.86332,4.41607,22.005268,5.629016,2.086705,-3.7247248,-3.118628,-1.1589683,6.7193894,-0.72946036,-0.7455022,-0.3006928,191.66367,56.6434,20.308619,17.210636,18.002836,17.59592,17.673618,12.627176,13.634908,9.43137,11.00759,8.152879,9.520921,0.46218303,0.41042292,0.41574493,0.39597586,0.40666676,0.491941,0.7224639,0.66236323,0.4227718,0.41989672,0.43840462,0.48289594,0.27256793,0.21790707,0.24217457,0.20287795,0.1865569,0.2674031,0.34419197,0.35209486,0.2099427,0.23411499,0.24155258,0.29150608,1.0,-1.8039219,1.3302376,-0.92376465,0.7042575,-0.3285478,0.12323055,-0.1810766,0.35839248,-0.33329815,0.36621165,-0.43183655,0.21861571,0.0,0.0,0.0
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_05\03-01-05-01-01-01-05.wav,angry,-514.49347,51.899277,-17.21837,15.12373,-8.328518,-10.664885,-4.965016,-5.820629,-8.433839,3.038074,-5.475787,0.306977,-3.8319578,210.10606,61.076675,35.211327,28.54825,21.011688,24.350346,15.60319,17.177883,15.975405,10.726683,12.077484,7.0432897,11.560006,0.4369872,0.5002745,0.46103787,0.4614733,0.450754,0.51519954,0.5378299,0.5228615,0.44978818,0.46941146,0.5342814,0.49646473,0.24485323,0.28691927,0.23990957,0.30649078,0.29158852,0.34147707,0.3908409,0.33740455,0.28155208,0.28959346,0.31282312,0.28150955,1.0,-1.4450886,0.94876236,-0.55972594,0.5718274,-0.6420904,0.3773357,-0.13003363,0.23456822,-0.36735776,0.35632586,-0.056967482,-0.035669286,755.5759250037737,1676.6072831991419,2712.9558681526837
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_05\03-01-05-01-01-02-05.wav,angry,-531.345,48.527214,-4.7701564,18.773739,-5.02389,-8.554394,-2.0205607,-1.3233992,-4.8818436,3.4491925,-2.818677,1.4856555,-0.32427135,216.76306,61.16852,25.838642,28.758564,19.90341,24.998835,12.662069,14.679333,11.552028,9.917451,9.811548,6.583086,10.0184,0.473065,0.4450185,0.4850773,0.5613134,0.5894199,0.5533117,0.51745427,0.5724522,0.5223893,0.47685543,0.47258323,0.48424646,0.27299923,0.26469347,0.23724408,0.2828972,0.30151695,0.31631503,0.31404638,0.353149,0.2668566,0.25894454,0.26756656,0.24606211,1.0,-1.2358885,0.5328036,-0.080161415,0.1314282,-0.41168094,0.15282258,-0.06367767,0.27719092,-0.40410972,0.28633407,0.1596058,-0.16505201,700.1738262354163,1639.5617321465468,2690.369866462607
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_05\03-01-05-01-02-01-05.wav,angry,-602.4079,72.77388,-0.14709151,14.987221,-2.423798,-4.1529837,-5.597727,-8.937702,-0.65918696,2.9061255,-0.28609407,3.9663758,-4.3054852,171.50723,73.79995,32.902077,23.598047,23.993982,19.67733,20.708382,16.198238,8.346474,11.310339,8.605358,9.351337,11.575639,0.38935918,0.4829713,0.48875844,0.53890985,0.4869235,0.4782831,0.4617393,0.4522726,0.5011181,0.51736706,0.44522664,0.38693258,0.2556001,0.2930972,0.31441307,0.33515573,0.273654,0.28958252,0.33888996,0.32541522,0.32781386,0.30061847,0.2717693,0.27747723,1.0,-0.6657437,-0.117691636,-0.61241466,0.4334256,0.24983555,-0.02761139,-0.24452443,0.22761673,-0.15163559,0.18848278,-0.21294132,0.18312083,1009.8571903614463,2256.857728993118,3150.0519237500566
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_05\03-01-05-01-02-02-05.wav,angry,-561.39154,63.543648,-4.2822,17.525007,-9.242341,-3.7108681,-6.155436,-7.454269,-3.969111,1.8058968,-1.0896422,-1.6660403,-0.24205124,191.65404,73.97328,33.717934,27.411524,30.727858,19.436007,17.874306,15.764914,12.163339,12.0265045,9.438124,6.5735,8.966812,0.3248047,0.40164647,0.47341442,0.5460159,0.48656172,0.4508757,0.51827294,0.5085504,0.45846605,0.5239307,0.48356545,0.36323187,0.24893805,0.2694819,0.28015742,0.33995435,0.29882297,0.28333667,0.3869792,0.35009497,0.26749307,0.2856776,0.27706492,0.23987885,1.0,-0.64467514,-0.15418866,-0.37485665,0.46277648,-0.106454246,-0.032043643,-0.22129045,0.42702675,-0.12584017,0.040194705,-0.044398062,0.07027579,599.1539180829867,1410.2628536680836,2699.9527715069244
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_05\03-01-05-02-01-01-05.wav,angry,-373.9096,27.493198,-18.831978,4.036073,-7.8535514,-14.49844,-7.3519154,-6.9469137,-9.523285,2.3141978,-6.035322,-1.4614674,-3.7776926,206.24875,39.545475,30.49066,19.327848,18.970655,22.28066,14.097819,14.451221,12.803452,10.740242,10.878103,6.482255,9.113741,0.35064846,0.43258578,0.53577,0.68609214,0.57348716,0.4226781,0.49073958,0.484971,0.45918944,0.47591168,0.50402725,0.40997183,0.20668519,0.25618297,0.26273808,0.28445876,0.27463654,0.24586023,0.3592807,0.33083913,0.27321488,0.3044911,0.31653303,0.25510916,1.0,-1.4440074,0.7960175,-0.14561243,0.07951347,-0.29465696,0.17061806,0.04286787,0.1341534,-0.30089325,0.29804912,-0.014737918,-0.010574022,720.0809404265035,1786.3114564882587,2755.731434204486
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_05\03-01-05-02-01-02-05.wav,angry,-409.36996,33.566372,-10.605805,7.356645,-7.7338724,-10.856491,-7.85288,-4.7250094,-8.582427,2.2826989,-5.5434003,-0.7782218,-3.4570422,239.40373,48.072704,28.060175,18.567402,21.162104,21.908758,13.926122,14.643994,13.461293,9.919024,12.534849,7.3552837,7.8060603,0.49995068,0.4812673,0.48066264,0.623209,0.6418646,0.5257202,0.43563375,0.48826426,0.45384264,0.5332262,0.5668264,0.55573004,0.28933337,0.27775148,0.24451412,0.3053779,0.304278,0.28171387,0.25551304,0.31874695,0.25811866,0.3004604,0.2941778,0.30932593,1.0,-1.4404169,0.85735685,-0.24101937,0.22872475,-0.3765634,0.19538116,-0.047238477,0.2711023,-0.6054308,0.5833382,-0.1956898,0.059788015,697.3093432623099,1730.8255977553865,2818.938629239767
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_05\03-01-05-02-02-01-05.wav,angry,-341.07364,26.847841,-13.980812,-0.36423105,-4.083386,-16.579195,-8.0478,-7.706893,-12.17491,5.8845186,-2.9946902,-3.1515837,-2.4744017,180.68565,45.8453,32.44692,14.75143,19.456367,25.915922,14.381373,13.252395,17.702301,9.966222,7.0083733,6.9056077,8.461124,0.3433393,0.4289091,0.41879812,0.5494783,0.56545365,0.64431435,0.5442966,0.5482592,0.5221294,0.49263442,0.4497739,0.3582919,0.2389972,0.25537884,0.24384604,0.30135494,0.25594482,0.30093625,0.32566988,0.3794687,0.32542825,0.31243852,0.30258495,0.28708506,1.0,-1.4838712,0.6508,0.2643417,-0.038434844,-0.5196721,0.285721,0.1549702,0.021010194,-0.18900023,0.20038763,-0.055725064,0.075995624,735.6030772467594,1785.5847535177677,2737.585530484321
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_05\03-01-05-02-02-02-05.wav,angry,-335.20407,25.579859,-18.460676,-2.0750017,-5.8281593,-15.333792,-5.2458067,-9.163824,-15.654935,5.7823067,-4.4539495,-2.3866444,-1.2616909,193.66545,42.500153,32.976982,17.217876,20.327877,26.991722,11.825418,14.239639,18.943798,10.141152,8.135674,7.2158556,9.225593,0.32885295,0.46302503,0.49888387,0.5138136,0.50132865,0.4805547,0.5764623,0.56031835,0.38276732,0.3728973,0.39753616,0.33795622,0.2172403,0.29430363,0.2768597,0.3108211,0.28457674,0.2774088,0.34526965,0.37337527,0.2701806,0.27392772,0.28746834,0.25858346,1.0,-1.5226995,0.73727554,0.035797667,0.21074316,-0.6183843,0.38875335,0.017055139,0.16057813,-0.22591433,0.123028375,-0.094183385,0.11129641,743.7982033815374,1767.7863960842676,2739.836920601432
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_05\03-01-06-01-01-01-05.wav,fearful,-656.7886,52.391113,1.9271907,13.242124,-3.688519,-5.5863523,-4.783655,0.7794664,-2.5039408,0.4883566,-0.7996672,-2.5944455,-1.1016676,208.83876,49.47748,17.43209,22.316013,21.191229,20.825918,16.467249,11.700492,13.536787,12.506249,13.399243,10.89635,8.616436,0.48127046,0.53014976,0.50492483,0.6391355,0.49627247,0.43136877,0.5068503,0.60330325,0.49542582,0.48835266,0.44242293,0.37490717,0.2716429,0.29880062,0.29865524,0.38068414,0.28638646,0.25352398,0.30056974,0.30883852,0.22243476,0.27344486,0.2816345,0.21188065,1.0,-1.3232249,0.5655655,-0.5646659,0.5518634,-0.20371036,0.16713746,-0.3525092,0.38612583,-0.031555362,-0.092950754,-0.008430611,0.024499748,735.4636037954783,1732.417244968164,2898.2346298646376
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_05\03-01-06-01-01-02-05.wav,fearful,-647.30035,47.789284,2.604443,14.63852,-1.9631113,-3.675994,-5.0915112,-2.3478673,-2.3388932,0.4788716,-1.164403,-2.795488,-2.3201063,186.47144,54.73233,20.598896,18.800179,20.099148,16.714521,15.489697,12.931915,10.796951,9.692551,10.201845,8.938451,9.94331,0.4705213,0.5296052,0.484812,0.53575855,0.54016244,0.5400652,0.55155736,0.5329374,0.55895936,0.5241533,0.4627956,0.4335692,0.24719042,0.31592906,0.30246285,0.33512002,0.29927278,0.28982666,0.33843786,0.32629576,0.32707843,0.3084896,0.2912133,0.28754216,1.0,-1.2826486,0.5431413,-0.47480762,0.30303103,-0.14220344,0.16872057,-0.12596233,0.24817383,-0.0108598545,0.082870305,-0.35123312,0.1662521,825.8876907424315,1531.6503817251667,2760.7548394106166
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_05\03-01-06-01-02-01-05.wav,fearful,-701.9618,58.157867,7.4638186,19.216478,1.1149668,0.5468792,-3.7549527,-1.2311882,1.0749458,3.9027362,0.3794861,-0.6020494,-1.568892,216.22777,56.851013,19.404486,17.800285,19.979391,17.394417,18.62054,11.526849,11.52202,10.029375,10.524043,10.133848,9.139079,0.44971317,0.4920124,0.480391,0.4724685,0.5921654,0.4777779,0.5131253,0.64793503,0.52380747,0.5196457,0.54293686,0.50892997,0.21426652,0.25035137,0.2444681,0.2460871,0.34976655,0.275124,0.24444026,0.32192737,0.22784355,0.22434103,0.2588847,0.23828691,1.0,-1.1000549,0.41202408,-0.6141132,0.38884136,-0.11067045,0.21095993,-0.26127428,0.20440668,0.07153252,0.065243796,-0.21678711,0.09245157,1779.9837176410217,3844.1695836639647,4524.593304792626
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_05\03-01-06-01-02-02-05.wav,fearful,-609.98114,51.250896,-1.118089,12.628718,-5.4626937,-5.4868655,-5.771606,-4.3614407,-4.9282575,0.1856001,-2.0312204,-1.5885401,-2.670984,200.8687,56.416935,25.01917,17.598148,21.796543,17.380215,16.324863,11.926556,12.841536,8.970589,10.996577,8.357063,9.104418,0.39602554,0.42107546,0.4337447,0.5103316,0.6840598,0.50118,0.46187365,0.5421948,0.4636449,0.41402015,0.44034016,0.4239922,0.2224525,0.2743336,0.26483336,0.28797457,0.32902908,0.2389968,0.2558599,0.3158369,0.26129445,0.22676545,0.27213508,0.21736284,1.0,-1.3605888,0.70843416,-0.49778733,0.29115763,-0.114562176,0.12670492,-0.14115477,0.18821034,0.07701561,0.026998758,-0.34683388,0.22979017,606.3254995612455,1420.4680546064135,2659.481393917612
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_05\03-01-06-02-01-01-05.wav,fearful,-464.5819,28.897913,-17.996302,0.002553003,-7.924202,-11.13631,-14.719568,-6.2813563,-10.920922,0.74943656,-5.085564,-3.782917,-3.884128,213.5236,36.504562,30.814941,17.706045,22.181795,19.124012,18.70391,13.788232,17.559822,7.112919,10.525625,9.321754,9.649683,0.45076925,0.47773817,0.46095237,0.38818055,0.4318639,0.44995964,0.43137154,0.46300247,0.4856138,0.48462027,0.5827659,0.5359082,0.35231,0.37513995,0.3308225,0.2752723,0.306423,0.30260396,0.292553,0.30725262,0.35298663,0.33324102,0.37926713,0.3416019,1.0,-1.2921065,0.491,-0.088041976,0.29119533,-0.31511748,0.05532247,-0.09581115,0.3000675,-0.269453,0.3052683,-0.26133642,0.17331295,656.4308921261904,1728.8884571974127,2749.94238150033
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_05\03-01-06-02-01-02-05.wav,fearful,-434.0173,35.17851,-21.119274,3.0854905,-10.528066,-12.072213,-20.706411,-9.591978,-13.190743,2.6994534,-8.070462,-3.8148046,-4.034683,193.63318,36.53721,31.978317,21.852299,28.192696,20.645922,17.284452,10.539982,20.720028,11.203167,13.668143,7.3577485,9.970776,0.49449304,0.46466026,0.34321147,0.33358076,0.37699336,0.42420837,0.4599898,0.4075199,0.40376943,0.40083453,0.35144037,0.43728665,0.32555082,0.3273226,0.27004987,0.28242406,0.30077946,0.3205051,0.3114412,0.30130178,0.3574656,0.30415258,0.2577036,0.3079658,1.0,-1.1811371,0.40230775,-0.1431799,0.23024805,-0.19933748,0.049720515,0.032909848,0.116904244,-0.19793376,0.22160071,-0.18326336,0.14360107,628.709424978932,1532.0703307214394,2562.9858335626723
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_05\03-01-06-02-02-01-05.wav,fearful,-480.3765,28.032427,-10.752937,5.6818824,-6.754491,-11.332256,-8.264513,-10.640798,-13.546222,0.7617533,-7.0216227,-5.1439185,-4.110353,202.88492,40.08094,33.577778,20.22334,20.570644,21.498123,14.434319,17.250034,19.281132,8.116691,12.706315,9.844139,9.274344,0.42923784,0.3921773,0.35876498,0.44889322,0.47801033,0.43374872,0.4442024,0.3924129,0.4176888,0.4074905,0.3877652,0.44598076,0.29999968,0.32871178,0.30571398,0.32264584,0.3489478,0.29587302,0.3170934,0.31254703,0.36498073,0.34707886,0.3254136,0.33334732,1.0,-1.3189365,0.45875734,-0.032278124,0.15095022,-0.20255719,0.04787228,0.05219947,0.28089654,-0.4491463,0.33426207,-0.22685574,0.13489492,668.996841550274,1735.8680565442482,2673.5404263908435
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_05\03-01-06-02-02-02-05.wav,fearful,-456.46735,36.721634,-16.926357,3.7444706,-8.589584,-9.641734,-19.497643,-8.640025,-16.332026,0.25203064,-9.074678,-6.125341,-4.8247137,185.43332,42.185677,35.467525,22.511467,21.734531,18.323608,19.414251,13.411729,20.171543,9.233651,12.4855175,11.325586,9.514816,0.4644079,0.5611085,0.5123426,0.50558144,0.4366096,0.31601778,0.31351906,0.2969914,0.3584027,0.35098034,0.34164396,0.37250662,0.3556727,0.37250078,0.31417087,0.34072098,0.32827178,0.2762452,0.30750364,0.3133315,0.32926628,0.2987426,0.30889514,0.29712474,1.0,-1.314831,0.4544298,-0.2482254,0.585634,-0.34367236,-0.048680898,-0.021642812,0.42752188,-0.40008378,0.18980916,-0.18502814,0.18422475,624.3487616821147,1536.2830140330368,2732.9377969262237
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_05\03-01-07-01-01-01-05.wav,disgust,-717.2857,53.617,11.148734,20.066637,-0.7158147,2.8853955,-1.9706345,1.8313928,2.4533758,9.106827,2.1600971,1.7629181,3.2260623,174.20695,56.716934,22.704998,27.442823,21.685287,14.613999,15.624145,12.053538,10.774943,12.480282,10.803957,8.209391,9.583882,0.47555995,0.4591048,0.51048934,0.59123087,0.6036754,0.6666565,0.65152884,0.5923423,0.58010685,0.54523504,0.540403,0.51893014,0.24920027,0.24696429,0.28789118,0.29903036,0.29635122,0.3066581,0.29587165,0.30397582,0.29995048,0.29292953,0.30200782,0.2716099,1.0,-0.33100837,-0.08604633,-0.513004,0.09167074,-0.24251072,0.011414639,-0.045786448,0.2755156,0.03623238,0.23347795,-0.19040789,-0.01008757,1004.4867277066709,2432.58797656687,3525.775805772255
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_05\03-01-07-01-01-02-05.wav,disgust,-649.2916,41.703617,7.650514,14.698398,-4.592962,-1.873063,-0.61659974,2.4159572,1.4947053,8.038569,2.4980628,1.072163,1.7170851,166.05246,52.63963,22.45011,23.468601,21.233862,15.45683,12.807595,10.649716,7.9731655,10.5184,9.272961,7.7192945,7.877268,0.5151022,0.5343799,0.55378306,0.5776008,0.6908854,0.69845504,0.62271005,0.57638127,0.62423307,0.5905713,0.5193432,0.516181,0.2796901,0.26343372,0.2710138,0.26407015,0.2632546,0.26102862,0.31274682,0.3049485,0.28601333,0.31212962,0.26487064,0.26600727,1.0,-1.0217332,0.52586204,-0.62267256,0.53930765,-0.39898592,0.22301906,-0.31254774,0.28966606,-0.2807396,0.4864748,-0.2974695,0.1378615,822.3115279263945,2233.009234763781,3090.006454112523
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_05\03-01-07-01-02-01-05.wav,disgust,-702.51605,56.751575,10.137344,14.91907,-1.4262244,5.9999776,-3.845894,-3.3813686,0.26667053,10.188508,2.4073737,1.5298692,2.1773152,200.56143,65.99398,26.388422,23.123005,23.90184,15.907942,18.363094,15.22801,9.392382,8.66793,9.120943,6.7305436,8.117703,0.46706024,0.43704665,0.52321106,0.5657239,0.57595956,0.64637405,0.69318664,0.5105524,0.49975413,0.5227241,0.52844614,0.48565954,0.27778694,0.25816685,0.28520042,0.26930457,0.29181415,0.28293282,0.3335657,0.3002204,0.3079074,0.30825496,0.30221385,0.28819424,1.0,-0.374921,-0.2566115,-0.82945246,0.31024083,0.21539319,0.21738037,-0.11577543,0.22691931,-0.13754591,0.09755309,-0.19825591,0.082283676,0.0,0.0,0.0
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_05\03-01-07-01-02-02-05.wav,disgust,-656.1557,47.694878,9.877216,11.348876,-2.8559546,2.9804316,-4.9904613,-4.1284385,-0.36912003,4.590004,0.23193052,-0.3115477,-0.44861087,179.76634,69.109184,26.51199,16.997808,22.15662,12.995445,16.889784,13.740935,9.441567,9.700886,10.036308,6.840514,7.5941854,0.51155937,0.55039656,0.5547865,0.5948267,0.6589078,0.7283913,0.62724483,0.5675715,0.5918763,0.57643217,0.57997036,0.53600043,0.27256387,0.28035796,0.2947245,0.28182352,0.2877012,0.30298948,0.30253473,0.30822587,0.29989475,0.28290632,0.28865892,0.29397514,1.0,-0.68567544,-0.21923488,-0.49288476,0.4766184,-0.011879236,0.12255133,-0.0037632822,0.21552464,-0.1946956,0.032752533,-0.24396574,0.22653972,813.1895761327742,2006.4920239934177,3251.5987568129976
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_05\03-01-07-02-01-01-05.wav,disgust,-650.8462,55.12015,7.250455,16.174097,-10.348259,-2.1074426,-5.995037,0.027076945,-4.1675076,1.5756168,2.3762136,-3.494703,3.8802526,176.95528,61.217194,25.5431,25.612164,26.091724,19.06498,15.267085,14.4764595,10.026756,11.522917,10.42878,9.949866,7.015219,0.5578362,0.5928337,0.54873097,0.5711413,0.56663007,0.57909966,0.6280436,0.54099405,0.5068386,0.49624947,0.538107,0.4874073,0.30757415,0.2933892,0.28766847,0.29722413,0.30361935,0.28701916,0.30510277,0.30294526,0.3124079,0.31890985,0.31218755,0.26977924,1.0,-1.03538,0.27025205,-0.41450688,0.40862465,-0.13744214,0.01125964,-0.22422676,0.2541969,0.08325252,0.104156576,-0.26865822,0.116125755,1330.3693417522798,2765.7608426695842,3379.4452534305333
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_05\03-01-07-02-01-02-05.wav,disgust,-575.2388,44.533585,2.673235,12.15182,-11.072061,-6.5705895,-6.123028,-2.8903012,-6.685831,-2.536972,-0.045955203,-3.693086,0.890279,180.39413,64.843925,23.653267,22.723028,25.66577,19.960629,14.065426,13.629353,10.941545,10.8344345,8.110552,7.704018,8.153421,0.5149595,0.5551334,0.5314959,0.5447174,0.5665915,0.54953015,0.5663388,0.5809845,0.54676133,0.50179553,0.52124953,0.49319798,0.28782713,0.30970642,0.30365837,0.31267178,0.32833713,0.30695963,0.34863973,0.32854253,0.2991323,0.29918084,0.31309792,0.28493324,1.0,-0.8008039,0.08339186,-0.34758374,0.18635769,-0.06480538,0.18562946,-0.3564623,0.23477465,0.07065349,0.106510505,-0.027468482,-0.022446223,807.3516689775764,2009.388531604133,3169.769589963441
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_05\03-01-07-02-02-01-05.wav,disgust,-568.6347,50.38567,2.6913338,4.9389105,-7.139104,-8.271588,-14.247938,-7.6455317,-6.1772833,-3.341787,-1.9712718,-0.69027823,-0.97104084,159.48883,71.525215,27.101814,22.202065,27.257488,21.418785,19.498732,19.588911,11.504004,12.426935,8.567719,7.1564956,9.405821,0.47023502,0.53383404,0.5444347,0.5191004,0.50613034,0.56302536,0.5817051,0.57971334,0.5289652,0.54788643,0.60768676,0.5460679,0.3086829,0.33387324,0.30273476,0.31887618,0.3346158,0.3394213,0.34686342,0.33380035,0.32289922,0.32572892,0.3233338,0.31828922,1.0,-0.46896446,-0.60761255,-0.37316895,0.49238825,0.31581867,-0.12736328,-0.24058554,0.056910858,0.07267836,0.1892016,-0.18724307,0.11034029,959.0976832068108,2168.5570236887934,3748.1960205466125
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_05\03-01-07-02-02-02-05.wav,disgust,-602.4597,77.77239,9.642068,9.111702,-14.307531,-4.963896,-7.45565,-2.1058514,-5.2896566,-3.208805,3.2481167,0.07910782,-2.640585,180.15157,63.878914,30.695166,23.715664,29.623623,19.398262,18.172178,14.943011,10.633101,15.699672,9.064529,8.173805,8.923992,0.47506312,0.48284712,0.5341289,0.5134983,0.5344695,0.5780893,0.5742769,0.5212149,0.47207174,0.49175096,0.51075613,0.50928277,0.29450902,0.25583073,0.28581846,0.2875262,0.3130426,0.31639677,0.31605113,0.32281736,0.3149274,0.3043367,0.27224863,0.26883426,1.0,-0.4605977,-0.44113243,-0.4772809,0.3431435,0.24206412,0.11579957,-0.14472325,0.11121362,-0.019672677,0.13641489,-0.19512618,0.04321218,657.1992804730625,2103.2785645079534,4562.681388518537
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_05\03-01-08-01-01-01-05.wav,surprised,-625.19135,53.600586,2.8667965,13.574776,-3.020688,-3.596406,-4.951945,-1.5833888,-5.000507,1.930986,-3.643515,0.27524686,-0.9394409,197.6106,65.973045,30.313358,23.490662,24.65482,20.95657,15.756281,13.618436,13.023659,11.473433,11.46159,7.213612,10.540105,0.49606663,0.5439395,0.5279743,0.60300994,0.63060755,0.5969604,0.52777135,0.545509,0.5456284,0.50646704,0.5160781,0.4822523,0.28713626,0.3117118,0.2834545,0.31786045,0.33480978,0.3431437,0.34389782,0.3374863,0.30208427,0.30993554,0.32478547,0.2957012,1.0,-1.0623747,0.19786716,-0.41209,0.46985188,-0.16851564,0.17224751,-0.12422442,0.25043178,-0.33573502,0.38107127,-0.33304137,0.11095615,1269.0703224700092,2162.190045102176,3525.236110311423
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_05\03-01-08-01-01-02-05.wav,surprised,-609.6281,56.219036,-5.972063,13.391086,-8.539453,-8.064358,-4.7825327,-5.479145,-7.151986,0.023057722,-5.110699,0.18754645,-2.2952335,204.72209,67.33839,32.00408,26.093721,25.633562,22.915386,15.140767,17.072628,13.632381,11.440486,12.298214,6.6662307,11.634357,0.53184927,0.5124706,0.52934265,0.5822789,0.61684835,0.5831645,0.48582762,0.51479745,0.57712257,0.62136894,0.6370643,0.56832457,0.3019409,0.31108946,0.31684422,0.31781152,0.3241867,0.32873383,0.3421281,0.35899344,0.33510658,0.34261557,0.3245038,0.29512903,1.0,-1.5904319,1.0465207,-0.6977905,0.56467223,-0.43334597,0.24203007,-0.06037412,0.24758878,-0.508931,0.54774994,-0.2630831,0.043000102,707.3143208933383,1736.7593437535509,2670.2014923519423
ravedess-emotional-speech-audio\audio_speech_actors_01-24\Actor_05\03-01-08-01-02-01-05.wav,surprised,-645.0118,52.894337,-9.109157,13.916465,-6.793813,-4.8971596,-4.3825984,-9.892571,-4.0394163,-0.8081236,-2.5292475,1.0952464,-2.166726,214.09671,62.295376,34.6817,13.627658,25.04192,19.347258,18.512804,20.170597,11.908663,10.736463,10.094681,8.980604,9.291547,0.58490205,0.5833466,0.5259077,0.54643947,0.59815556,0.6089074,0.5763547,0.59097105,0.5978714,0.61647445,0.63166016,0.5639505,0.30881956,0.29518366,0.28772834,0.3158193,0.31877553,0.33961737,0.34223503,0.323749,0.29757878,0.31010237,0.33407435,0.3137495,1.0,-1.564983,1.1393043,-0.88809174,0.6509299,-0.4361266,0.25062883,-0.019538507,0.21640669,-0.40097255,0.36590433,-0.31332487,0.19621703,823.6866778089384,1583.3275426129023,2877.7149848553836
